date,forecast,lo80,hi80,lo95,hi95
2026-12-06,0.007648102332962903,0.007611823127016944,0.007685495929244273,0.007586797149291015,0.007705690699963693
2026-12-13,0.004933416296191942,0.004909502301324096,0.004957362079391467,0.004894558512538306,0.004970447875344236
2026-12-20,0.0037262328062619763,0.0037083593959909775,0.003745075998241254,0.0036975105994343097,0.003755744197848554
2026-12-27,0.002985339090381909,0.0029706895962268846,0.0030001487546200294,0.002963014129117708,0.003006339859788856
2027-01-03,0.0025485235877702487,0.002535729556307089,0.002561732396193184,0.002530016166868939,0.0025681470518185666
2027-01-10,0.0038190974596923792,0.00379979427431827,0.0038379096649536685,0.0037914868044457606,0.0038498975591766123
2027-01-17,0.00308299615751717,0.003068013063433095,0.0030988407384333447,0.0030593710982001593,0.00310657497265912
2027-01-24,0.0024588015325656,0.0024461924666264894,0.0024710492681611104,0.0024404796339393196,0.002476779416187747
2027-01-31,0.0016767222739586338,0.0016675675879231763,0.0016848848518407975,0.0016638705039993238,0.0016884812714332423
2027-02-07,0.0010492340863088223,0.001043818648769476,0.0010545462442744405,0.0010413877360243157,0.001057205650399818
2027-02-14,0.0007755950758136655,0.0007718515710646958,0.0007793334433767287,0.0007697720053814069,0.0007817372447955641
2027-02-21,0.0007929138276325877,0.000788934971177808,0.0007966935498240851,0.0007869333393219696,0.0007984024469594845
2027-02-28,0.0006753767353442898,0.0006715393547116776,0.0006794902965030819,0.0006695429479752848,0.0006812489792160986
2027-03-07,0.0005558593994141466,0.0005524004166302247,0.0005595232256954103,0.000550585257522508,0.0005613758307749012
2027-03-14,0.0005609053868009988,0.0005573983474984768,0.0005650561354506522,0.0005558264868249833,0.0005667151308399378
2027-03-21,0.00043949911417634203,0.0004368166643350651,0.0004426290875844635,0.0004352583592578145,0.000443980086911833
2027-03-28,0.0005335823842142808,0.0005299953560304885,0.0005374482296982986,0.0005282876077860352,0.000538894522761053
2027-04-04,0.00039479932355394144,0.0003922999453567868,0.00039767408609914435,0.00039131505965977163,0.0003989059741149041
2027-04-11,0.00044649853088126655,0.0004433897494241038,0.00044961026933883777,0.0004421662064781355,0.00045122413112714827
2027-04-18,0.00027538549737304505,0.00027354034560175643,0.0002772326320082958,0.0002724462344580993,0.00027840379162030824
2027-04-25,0.0002886466177451644,0.0002866673423920588,0.0002904377141467173,0.0002855497892077339,0.0002912788508906474
2027-05-02,0.00029572971515899024,0.00029375519744368595,0.000297683396000249,0.0002927798693490746,0.0002986595046772656
2027-05-09,0.00045373794553389473,0.0004507371726082896,0.0004571289809601125,0.0004492608563348318,0.00045841537766465155
2027-05-16,0.0003390915184821411,0.0003368951261727552,0.0003414509192809918,0.0003353904888519915,0.0003426927347253581
2027-05-23,0.00039893125116064506,0.00039596678144545894,0.000401799887241641,0.0003950529809287031,0.0004030815534974774
2027-05-30,0.0002869809186049257,0.0002851077498003848,0.00028899182404055617,0.0002838101309511987,0.0002898127602082014
2027-06-06,0.0003267399652156571,0.00032448050217786877,0.00032900050700755473,0.0003233951211442858,0.0003299651836727577
2027-06-13,0.0005576694134497298,0.0005538847336148368,0.0005609735357263102,0.0005525325432594013,0.0005630196237676237
2027-06-20,0.0008703799391968254,0.0008644909256004643,0.0008758964475757989,0.0008617677115682505,0.0008791492668154513
2027-06-27,0.001125968367269966,0.0011180512723688953,0.0011330899247357278,0.0011145931988555248,0.001136983629201953
2027-07-04,0.0011460709325267267,0.00113807703739855,0.0011539180610883155,0.0011350935974028342,0.0011573308100684364
2027-07-11,0.0012886927528853232,0.0012795375726715056,0.0012976683098111757,0.0012755926000731512,0.001301433919697064
2027-07-18,0.0014229200696920957,0.0014131379521860226,0.0014330767151670102,0.001407676055129067,0.0014382355980843548
2027-07-25,0.0015538826450555581,0.001542504183122723,0.0015649727058618152,0.0015380632647154643,0.0015700504495556372
2027-08-01,0.0013224081397678244,0.001312626782981678,0.0013316696778947381,0.0013077601717402514,0.0013370583956624606
2027-08-08,0.001693509135783579,0.001680462995129972,0.0017046286439290968,0.0016742567995648165,0.0017124102569766218
2027-08-15,0.0026406744086417905,0.0026214475337635462,0.0026573362994465797,0.0026134657564115447,0.002667558881209135
2027-08-22,0.004265727523586466,0.00423472316108144,0.004295548301645026,0.004221351700530856,0.004308557360324958
2027-08-29,0.005432682901360848,0.005393264622185775,0.005466954191388842,0.005376801588311444,0.005487533452513317
2027-09-05,0.007687492806937851,0.007633572133324442,0.007739955663553718,0.0076114822936285825,0.007769485792547741
2027-09-12,0.012167765064927342,0.012086358492914185,0.012252161955582118,0.012043547523459897,0.01229445011731317
2027-09-19,0.011884796588340086,0.011802072612216155,0.011966043715548722,0.011763051119928203,0.012006109949327907
2027-09-26,0.011055446977759183,0.010981035874406636,0.011123941723875265,0.010941793674673721,0.011169514938386384
2027-10-03,0.016577061204556192,0.016463061969830266,0.016682558781138175,0.01640786238295039,0.016743295059022424
2027-10-10,0.02116939452214113,0.021025456598814565,0.021298526069851192,0.020957557904347703,0.021363130196281874
2027-10-17,0.022341463586587878,0.022191073190200257,0.022499721254326793,0.022120031119759142,0.022584784174376916
2027-10-24,0.011952201684875416,0.01186948258879071,0.012032744040723648,0.011817365998625599,0.012087239282322089
2027-10-31,0.008717859193007934,0.008655340714719276,0.008777835129486407,0.00861202223526935,0.00881152413340696
2027-11-07,0.005773216398965588,0.00573201554009034,0.005817917347096616,0.005710802084947068,0.005836600747804815
2027-11-14,0.004912568998936031,0.004879199276317367,0.0049442221303087385,0.004863057912849596,0.004967373744970774
2027-11-21,0.006595746608313207,0.006551970639198327,0.006642972891494275,0.006529179188530729,0.006668443290190501
2027-11-28,0.00820231517598967,0.008146522049957824,0.00825849476126345,0.008115054393967336,0.008291886524428471
2027-12-05,0.007640923197979902,0.0075920764305941095,0.007695596925198758,0.0075552208704944305,0.007727813828570721
2027-12-12,0.004929586754443525,0.004895489404210861,0.004963763337898106,0.0048763405161637765,0.004986756243574899
2027-12-19,0.0037238186939064595,0.003699808425891558,0.0037510555313923564,0.003684723175405507,0.0037638888350211793
2027-12-26,0.0029837078560807015,0.002964107350767305,0.00300470646237038,0.002956259230759014,0.0030156464301269773
2028-01-02,0.0025474865201759967,0.0025297058151166653,0.0025663193378575224,0.0025243015310937875,0.0025757718066740406
2028-01-09,0.003818530756319434,0.0037929024892867187,0.003845283525530357,0.0037816668660050506,0.0038608252304576053
2028-01-16,0.0030831686835253343,0.003064906674461782,0.003103307142914993,0.0030541110226637185,0.0031148827511593338
2028-01-23,0.0024593362363806,0.0024440438522889667,0.0024768164075650496,0.002435351038571591,0.0024854673365017946
2028-01-30,0.0016773009186900147,0.0016657090800039202,0.0016892706320008272,0.0016614183698708362,0.0016943733177621355
2028-02-06,0.001049797367425255,0.0010425479387735012,0.0010574767263101335,0.0010388441489038562,0.0010611931749341674
2028-02-13,0.0007761289898706876,0.0007702882670448635,0.0007816683148774477,0.0007670850694135948,0.0007840680234452202
2028-02-20,0.0007935546275136039,0.0007881989519543982,0.0007994190989135532,0.0007848568348081826,0.0008023436106002362
