date,year,week,month,y_raw,y_log,suppression_flag_filled,post_covid,temp_z,ah_z,hko_temp_norm,hko_ah_norm
2023-04-02,2023.0,14.0,4,0.0020174,-6.205945725343539,0,1,-0.0053415420250336985,0.04849531075602415,23.3,17.355
2023-04-09,2023.0,15.0,4,0.0052349999999999,-5.252388434659656,0,1,-0.0053415420250336985,0.04849531075602415,23.3,17.355
2023-04-16,2023.0,16.0,4,0.006006,-5.114996309420999,0,1,-0.0053415420250336985,0.04849531075602415,23.3,17.355
2023-04-23,2023.0,17.0,4,0.0076752,-4.869760927216475,0,1,-0.0053415420250336985,0.04849531075602415,23.3,17.355
2023-04-30,2023.0,18.0,4,0.0037582,-5.583815159609222,0,1,-0.0053415420250336985,0.04849531075602415,23.3,17.355
2023-05-07,2023.0,19.0,5,0.002176,-6.130266949988441,0,1,0.6517268392933672,0.7011377746742051,26.4,20.671
2023-05-14,2023.0,20.0,5,0.0011873,-6.736073457292528,0,1,0.6517268392933672,0.7011377746742051,26.4,20.671
2023-05-21,2023.0,21.0,5,0.0005082999999999,-7.584438733511614,0,1,0.6517268392933672,0.7011377746742051,26.4,20.671
2023-05-28,2023.0,22.0,5,0.000374,-7.891254760549742,0,1,0.6517268392933672,0.7011377746742051,26.4,20.671
2023-06-04,2023.0,23.0,6,0.0002907,-8.143218750399443,0,1,1.096837678250994,1.2018381450625806,28.5,23.215
2023-06-11,2023.0,24.0,6,0.0003885,-7.853217388156572,0,1,1.096837678250994,1.2018381450625806,28.5,23.215
2023-06-18,2023.0,25.0,6,0.000583,-7.447323371613781,0,1,1.096837678250994,1.2018381450625806,28.5,23.215
2023-06-25,2023.0,26.0,6,0.0006573,-7.327370022694744,0,1,1.096837678250994,1.2018381450625806,28.5,23.215
2023-07-02,2023.0,27.0,7,0.0014846,-6.512609903280827,0,1,1.2240122036674592,1.3543706871423724,29.1,23.99
2023-07-09,2023.0,28.0,7,0.002464,-6.005969233310863,0,1,1.2240122036674592,1.3543706871423724,29.1,23.99
2023-07-16,2023.0,29.0,7,0.0019711,-6.229163516431391,0,1,1.2240122036674592,1.3543706871423724,29.1,23.99
2023-07-23,2023.0,30.0,7,0.0026784,-5.922535677669118,0,1,1.2240122036674592,1.3543706871423724,29.1,23.99
2023-07-30,2023.0,31.0,7,0.0024929999999999,-5.994268474440757,0,1,1.2240122036674592,1.3543706871423724,29.1,23.99
2023-08-06,2023.0,32.0,8,0.0033022,-5.713166365966542,0,1,1.1604249409592267,1.277612375644155,28.8,23.6
2023-08-13,2023.0,33.0,8,0.0041286,-5.489816912527785,0,1,1.1604249409592267,1.277612375644155,28.8,23.6
2023-08-20,2023.0,34.0,8,0.0059359999999999,-5.126719773117075,0,1,1.1604249409592267,1.277612375644155,28.8,23.6
2023-08-27,2023.0,35.0,8,0.0095903999999999,-4.64699268084194,0,1,1.1604249409592267,1.277612375644155,28.8,23.6
2023-09-03,2023.0,36.0,9,0.0054997,-5.203061733685915,0,1,0.9484673985984521,0.8703996923369419,27.8,21.531
2023-09-10,2023.0,37.0,9,0.005795,-5.150759802190422,0,1,0.9484673985984521,0.8703996923369419,27.8,21.531
2023-09-17,2023.0,38.0,9,0.0136653,-4.292895505946272,0,1,0.9484673985984521,0.8703996923369419,27.8,21.531
2023-09-24,2023.0,39.0,9,0.0168822,-4.081495466553217,0,1,0.9484673985984521,0.8703996923369419,27.8,21.531
2023-10-01,2023.0,40.0,10,0.014098,-4.261722335630453,0,1,0.43976929693259253,-0.03003434639215283,25.4,16.956
2023-10-08,2023.0,41.0,10,0.0072428,-4.927747407017787,0,1,0.43976929693259253,-0.03003434639215283,25.4,16.956
2023-10-15,2023.0,42.0,10,0.0046512,-5.370630028159662,0,1,0.43976929693259253,-0.03003434639215283,25.4,16.956
2023-10-22,2023.0,43.0,10,0.0034816,-5.660263320742705,0,1,0.43976929693259253,-0.03003434639215283,25.4,16.956
2023-10-29,2023.0,44.0,10,0.0022896,-6.079378149162087,0,1,0.43976929693259253,-0.03003434639215283,25.4,16.956
2023-11-05,2023.0,45.0,11,0.0020295,-6.199965821685321,0,1,-0.40806087251050593,-0.7846275932746336,21.4,13.122
2023-11-12,2023.0,46.0,11,0.0019579999999999,-6.235831734873869,0,1,-0.40806087251050593,-0.7846275932746336,21.4,13.122
2023-11-19,2023.0,47.0,11,0.0020775999999999,-6.176541897615784,0,1,-0.40806087251050593,-0.7846275932746336,21.4,13.122
2023-11-26,2023.0,48.0,11,0.0024408,-6.015429424561814,0,1,-0.40806087251050593,-0.7846275932746336,21.4,13.122
2023-12-03,2023.0,49.0,12,0.002256,-6.0941619453463245,0,1,-1.171108025009294,-1.276864867779872,17.8,10.621
2023-12-10,2023.0,50.0,12,0.002646,-5.934706213289373,0,1,-1.171108025009294,-1.276864867779872,17.8,10.621
2023-12-17,2023.0,51.0,12,0.003648,-5.613576206770052,0,1,-1.171108025009294,-1.276864867779872,17.8,10.621
2023-12-24,2023.0,52.0,12,0.0062826,-5.0699713714428025,0,1,-1.171108025009294,-1.276864867779872,17.8,10.621
2023-12-31,2024.0,1.0,12,0.0118877,-4.432251026856783,0,1,-1.171108025009294,-1.276864867779872,17.8,10.621
2024-01-07,2024.0,2.0,1,0.009603,-4.645679729326301,0,1,-1.489044338550456,-1.3475218775948983,16.3,10.262
2024-01-14,2024.0,3.0,1,0.0054589,-5.210507974723629,0,1,-1.489044338550456,-1.3475218775948983,16.3,10.262
2024-01-21,2024.0,4.0,1,0.003479,-5.661010382812332,0,1,-1.489044338550456,-1.3475218775948983,16.3,10.262
2024-01-28,2024.0,5.0,1,0.0042282,-5.465978908403242,0,1,-1.489044338550456,-1.3475218775948983,16.3,10.262
2024-02-04,2024.0,6.0,2,0.0048487999999999,-5.329024027327219,0,1,-1.3194783046618361,-1.0761123607845329,17.1,11.641
2024-02-11,2024.0,7.0,2,0.006798,-4.991126827708213,0,1,-1.3194783046618361,-1.0761123607845329,17.1,11.641
2024-02-18,2024.0,8.0,2,0.0072438999999999,-4.927595543584152,0,1,-1.3194783046618361,-1.0761123607845329,17.1,11.641
