date,year,week,month,season,epi_year,ili_plus,ili_plus_imputed,ili_plus_model,suppression_flag,covid_suppressed,ili_fmc,pos_pct_all,pos_count_H1,pos_count_H3,pos_count_B,pos_count_all,pos_pct_H1,pos_pct_H3,h1n1_frac,h3_frac,b_frac,dominant_strain,flunet_H1N1_count,flunet_H3_count,flunet_B_count,flunet_pos_total,flunet_specimens,flunet_positivity,rsv_count,metapneumo,hko_temp_norm,hko_rh_norm,hko_ah_norm,temp_z,ah_z,school_outbreaks,institution_outbreaks,admit_rate_0_5,admit_rate_6_11,admit_rate_12_17,admit_rate_18_49,admit_rate_50_64,admit_rate_65plus,admit_rate_all,severe_0_17,severe_18_49,severe_50_64,severe_65plus,kg_fever_pct,rche_fever_pct,aed_ili_rate,cmp_ili_rate,data_source,hko_source
2013-12-29,2014.0,1.0,12,winter,2014.0,0.0055709999999999996,,0.0055709999999999996,,False,45.0,0.1238,111.0,64.0,268.0,0.043,0.0513,0.0296,2581.3953488372094,1488.372093023256,6232.5581395348845,Influenza_B,93.0,111.0,66.0,271.0,,,,,17.8,70,10.621,-1.1886889787827726,-1.2894777015188383,0.0,2.0,1.703,0.425,0.052,0.084,0.158,0.404,0.234,0.0,1.0,3.0,1.0,,0.0009,198.0,3.86,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-01-05,2014.0,2.0,1,winter,2013.0,0.00869868,,0.00869868,,False,43.8,0.1986,140.0,109.0,479.0,0.0954,0.058,0.0452,1467.5052410901467,1142.5576519916142,5020.964360587002,Influenza_B,230.0,140.0,110.0,482.0,,,,,16.3,74,10.262,-1.5084705155710996,-1.360340006977967,4.0,3.0,2.447,0.655,0.104,0.128,0.217,0.63,0.347,2.0,2.0,4.0,8.0,0.0088,0.0011,204.1,4.9,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-01-12,2014.0,3.0,1,winter,2013.0,0.01139466,,0.01139466,,False,52.9,0.2154,144.0,104.0,497.0,0.1079,0.0624,0.0451,1334.569045412419,963.855421686747,4606.116774791474,Influenza_B,249.0,144.0,104.0,503.0,,,,,16.3,74,10.262,-1.5084705155710996,-1.360340006977967,23.0,2.0,2.787,1.244,0.078,0.096,0.24,0.78,0.398,2.0,3.0,3.0,5.0,0.0104,0.0012,205.0,4.27,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-01-19,2014.0,4.0,1,winter,2013.0,0.011744260000000001,,0.011744260000000001,,False,50.6,0.2321,169.0,127.0,601.0,0.1178,0.0653,0.0491,1434.634974533107,1078.0984719864177,5101.867572156197,Influenza_B,305.0,169.0,128.0,602.0,,,,,16.3,74,10.262,-1.5084705155710996,-1.360340006977967,16.0,3.0,3.283,0.884,0.129,0.105,0.205,0.743,0.398,4.0,7.0,9.0,5.0,0.0127,0.0009,218.1,4.6,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-01-26,2014.0,5.0,1,winter,2013.0,0.012108809999999998,,0.012108809999999998,,False,48.3,0.2507,171.0,179.0,671.0,0.12,0.0639,0.0669,1425.0,1491.6666666666667,5591.666666666667,Influenza_B,321.0,171.0,182.0,675.0,,,,,16.3,74,10.262,-1.5084705155710996,-1.360340006977967,7.0,3.0,3.314,0.687,0.311,0.174,0.334,1.062,0.512,1.0,3.0,5.0,17.0,,0.0011,254.1,0.17,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-02-02,2014.0,6.0,2,winter,2013.0,0.015118949999999999,,0.015118949999999999,,False,59.5,0.2541,177.0,202.0,773.0,0.1295,0.0582,0.0664,1366.7953667953668,1559.8455598455598,5969.111969111969,Influenza_B,394.0,177.0,205.0,776.0,,,,,17.1,80,11.641,-1.337920362617325,-1.0881419032784174,0.0,4.0,3.159,0.393,0.155,0.166,0.339,1.09,0.487,2.0,8.0,5.0,15.0,,0.001,238.1,3.92,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-02-09,2014.0,7.0,2,winter,2013.0,0.01034115,,0.01034115,,False,35.5,0.2913,168.0,181.0,754.0,0.1565,0.0649,0.0699,1073.4824281150159,1156.5495207667732,4817.891373801917,Influenza_B,405.0,168.0,152.0,728.0,,,,,17.1,80,11.641,-1.337920362617325,-1.0881419032784174,2.0,3.0,2.416,0.36,0.104,0.137,0.222,0.912,0.38,2.0,8.0,11.0,11.0,0.0070999999999999995,0.0006,186.1,3.39,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-02-16,2014.0,8.0,2,winter,2013.0,0.0148208,,0.0148208,,False,47.2,0.314,206.0,267.0,904.0,0.1497,0.0716,0.0927,1376.0855043420174,1783.567134268537,6038.74415497662,Influenza_B,431.0,206.0,240.0,877.0,,,,,17.1,80,11.641,-1.337920362617325,-1.0881419032784174,19.0,10.0,3.314,1.276,0.233,0.102,0.257,1.062,0.48,3.0,6.0,8.0,8.0,0.011399999999999999,0.0011,200.3,2.58,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-02-23,2014.0,9.0,2,winter,2013.0,0.01462387,,0.01462387,,False,47.9,0.3053,178.0,291.0,880.0,0.1426,0.0618,0.101,1248.2468443197756,2040.6732117812062,6171.107994389901,Influenza_B,411.0,178.0,244.0,834.0,,,,,17.1,80,11.641,-1.337920362617325,-1.0881419032784174,28.0,5.0,2.725,1.276,0.311,0.148,0.281,0.987,0.474,2.0,3.0,6.0,15.0,0.0128,0.0011,207.7,3.04,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-03-02,2014.0,10.0,3,winter,2013.0,0.00970125,,0.00970125,,False,37.5,0.2587,131.0,291.0,651.0,0.091,0.0521,0.1157,1439.5604395604396,3197.802197802198,7153.846153846154,Influenza_B,229.0,130.0,246.0,606.0,,,,,19.5,82,13.759,-0.8262699037560021,-0.6700740398733079,17.0,9.0,2.23,0.785,0.155,0.154,0.252,0.837,0.397,0.0,4.0,9.0,9.0,0.0088,0.0011,195.2,2.87,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-03-09,2014.0,11.0,3,winter,2013.0,0.011093180000000001,,0.011093180000000001,,False,55.3,0.2006,78.0,288.0,488.0,0.0501,0.0321,0.1184,1556.8862275449103,5748.502994011977,9740.518962075848,Influenza_B,122.0,78.0,259.0,459.0,,,,,19.5,82,13.759,-0.8262699037560021,-0.6700740398733079,11.0,3.0,1.518,0.556,0.259,0.061,0.181,0.649,0.273,1.0,3.0,3.0,7.0,0.0095,0.0009,200.5,2.87,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-03-16,2014.0,12.0,3,winter,2013.0,0.00944218,,0.00944218,,False,51.4,0.1837,60.0,299.0,469.0,0.0431,0.0235,0.1171,1392.1113689095127,6937.354988399072,10881.670533642691,Influenza_B,110.0,60.0,270.0,441.0,,,,,19.5,82,13.759,-0.8262699037560021,-0.6700740398733079,9.0,3.0,1.332,0.655,0.104,0.076,0.14,0.63,0.255,0.0,1.0,2.0,13.0,0.0106,0.0015,208.4,3.04,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-03-23,2014.0,13.0,3,winter,2013.0,0.00775794,,0.00775794,,False,47.8,0.1623,53.0,297.0,411.0,0.0241,0.0209,0.1173,2199.170124481328,12323.651452282158,17053.941908713692,Influenza_B,61.0,53.0,257.0,371.0,,,,,19.5,82,13.759,-0.8262699037560021,-0.6700740398733079,7.0,2.0,1.208,0.491,0.026,0.047,0.1,0.62,0.213,2.0,1.0,0.0,10.0,0.011399999999999999,0.0013,205.4,2.82,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-03-30,2014.0,14.0,3,winter,2013.0,0.00568616,,0.00568616,,False,45.2,0.1258,40.0,189.0,275.0,0.021,0.0183,0.0865,1904.7619047619046,9000.0,13095.238095238094,Influenza_B,46.0,40.0,164.0,251.0,,,,,19.5,82,13.759,-0.8262699037560021,-0.6700740398733079,3.0,0.0,1.084,0.295,0.052,0.035,0.094,0.367,0.156,0.0,2.0,2.0,6.0,0.0127,0.0011,201.2,2.55,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-04-06,2014.0,15.0,4,winter,2013.0,0.0049162500000000005,,0.0049162500000000005,,False,43.7,0.1125,53.0,196.0,287.0,0.0149,0.0208,0.0768,3557.046979865772,13154.362416107382,19261.74496644295,Influenza_B,38.0,53.0,173.0,265.0,,,,,23.3,83,17.355,-0.01615667722557341,0.03973334294292135,7.0,2.0,0.774,0.229,0.026,0.047,0.088,0.414,0.149,1.0,1.0,3.0,3.0,0.0095,0.0011,200.4,3.54,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-04-13,2014.0,16.0,4,winter,2013.0,0.003946379999999999,,0.003946379999999999,,False,43.8,0.0901,21.0,161.0,208.0,0.0113,0.0091,0.0697,1858.4070796460178,14247.78761061947,18407.0796460177,Influenza_B,26.0,21.0,111.0,160.0,,,,,23.3,83,17.355,-0.01615667722557341,0.03973334294292135,0.0,1.0,0.527,0.262,0.026,0.017,0.082,0.348,0.115,0.0,0.0,0.0,3.0,0.0104,0.0011,201.5,2.85,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-04-20,2014.0,17.0,4,winter,2013.0,0.00387096,,0.00387096,,False,50.8,0.0762,19.0,149.0,175.0,0.003,0.0083,0.0649,6333.333333333333,49666.666666666664,58333.33333333333,Influenza_B,7.0,1.0,129.0,138.0,,,,,23.3,83,17.355,-0.01615667722557341,0.03973334294292135,0.0,1.0,0.465,0.196,0.026,0.052,0.082,0.263,0.113,1.0,1.0,0.0,3.0,0.0072,0.0013,183.1,2.06,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-04-27,2014.0,18.0,4,winter,2013.0,0.002619,,0.002619,,False,38.8,0.0675,25.0,117.0,148.0,0.0027,0.0114,0.0534,9259.25925925926,43333.33333333333,54814.81481481481,Influenza_B,6.0,25.0,109.0,142.0,,,,,23.3,83,17.355,-0.01615667722557341,0.03973334294292135,1.0,1.0,0.496,0.065,0.052,0.032,0.059,0.197,0.086,,,,,0.0067,0.0013,181.0,2.01,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-05-04,2014.0,19.0,5,summer,2013.0,0.0020314799999999996,,0.0020314799999999996,,False,41.8,0.0486,29.0,63.0,94.0,0.001,0.015,0.0326,29000.0,63000.0,94000.0,Influenza_B,2.0,29.0,57.0,88.0,,,,,26.4,83,20.671,0.644725165470302,0.6942720752617799,2.0,1.0,0.062,0.065,0.0,0.015,0.047,0.216,0.055,,,,,0.0076,0.0014,164.5,2.88,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-05-11,2014.0,20.0,5,summer,2013.0,0.00144189,,0.00144189,,False,33.3,0.0433,11.0,58.0,83.0,0.0073,0.0057,0.0302,1506.849315068493,7945.2054794520545,11369.86301369863,Influenza_B,14.0,11.0,43.0,68.0,,,,,26.4,83,20.671,0.644725165470302,0.6942720752617799,1.0,1.0,0.217,0.098,0.026,0.009,0.023,0.188,0.053,,,,,0.008,0.0011,152.8,2.79,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-05-18,2014.0,21.0,5,summer,2013.0,0.00225036,,0.00225036,,False,42.3,0.0532,38.0,61.0,105.0,0.003,0.0193,0.0309,12666.666666666666,20333.333333333332,35000.0,Influenza_B,6.0,38.0,53.0,97.0,,,,,26.4,83,20.671,0.644725165470302,0.6942720752617799,6.0,0.0,0.496,0.131,0.0,0.003,0.029,0.235,0.071,,,,,0.009000000000000001,0.0012,154.8,2.76,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-05-25,2014.0,22.0,5,summer,2013.0,0.00338821,,0.00338821,,False,49.9,0.0679,80.0,54.0,140.0,0.0029,0.0388,0.0262,27586.206896551725,18620.689655172417,48275.86206896552,Influenza_B,6.0,80.0,46.0,132.0,,,,,26.4,83,20.671,0.644725165470302,0.6942720752617799,8.0,1.0,0.774,0.131,0.026,0.026,0.094,0.273,0.116,,,,,0.0078000000000000005,0.0011,158.5,2.59,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-06-01,2014.0,23.0,6,summer,2013.0,0.00556525,,0.00556525,,False,56.5,0.0985,118.0,80.0,210.0,0.0056,0.0553,0.0375,21071.428571428572,14285.714285714286,37500.0,Influenza_B,12.0,118.0,72.0,202.0,,,,,28.5,83,23.215,1.0924193169739602,1.1964272426378888,1.0,2.0,0.774,0.262,0.0,0.026,0.041,0.442,0.133,,,,,0.0078000000000000005,0.0011,166.7,2.07,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-06-08,2014.0,24.0,6,summer,2013.0,0.005674719999999999,,0.005674719999999999,,False,46.4,0.1223,191.0,64.0,267.0,0.0055,0.0875,0.0293,34727.27272727273,11636.363636363638,48545.45454545455,Influenza_B,12.0,191.0,57.0,260.0,,,,,28.5,83,23.215,1.0924193169739602,1.1964272426378888,3.0,5.0,0.96,0.196,0.129,0.067,0.064,0.649,0.201,,,,,0.0084,0.0011,161.6,2.0,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-06-15,2014.0,25.0,6,summer,2013.0,0.005395960000000001,,0.005395960000000001,,False,48.7,0.1108,162.0,60.0,227.0,0.0024,0.0791,0.0293,67500.0,25000.000000000004,94583.33333333334,Influenza_B,5.0,161.0,56.0,222.0,,,,,28.5,83,23.215,1.0924193169739602,1.1964272426378888,4.0,1.0,0.65,0.164,0.026,0.035,0.059,0.526,0.145,,,,,0.0084,0.0013,153.6,2.05,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-06-22,2014.0,26.0,6,summer,2013.0,0.0040907700000000005,,0.0040907700000000005,,False,41.7,0.0981,143.0,34.0,179.0,0.0011,0.0784,0.0186,129999.99999999999,30909.090909090908,162727.2727272727,Influenza_B,2.0,143.0,26.0,171.0,,,,,28.5,83,23.215,1.0924193169739602,1.1964272426378888,2.0,2.0,0.681,0.262,0.0,0.035,0.053,0.395,0.129,0.0,0.0,0.0,4.0,0.0068000000000000005,0.0011,150.0,2.57,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-06-29,2014.0,27.0,6,summer,2013.0,0.00325261,,0.00325261,,False,32.3,0.1007,171.0,14.0,188.0,0.0016,0.0916,0.0075,106875.0,8750.0,117500.0,Influenza_B,3.0,171.0,12.0,186.0,,,,,28.5,83,23.215,1.0924193169739602,1.1964272426378888,1.0,3.0,0.96,0.196,0.026,0.017,0.035,0.367,0.123,1.0,0.0,2.0,4.0,0.0084,0.0013,157.8,2.3,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-07-06,2014.0,28.0,7,summer,2014.0,0.0038970099999999994,,0.0038970099999999994,,False,40.3,0.0967,169.0,17.0,188.0,0.001,0.0869,0.0087,169000.0,17000.0,188000.0,Influenza_B,2.0,169.0,16.0,187.0,,,,,29.1,83,23.99,1.2203319316892913,1.3494029716931104,0.0,3.0,0.341,0.458,0.026,0.029,0.047,0.47,0.13,0.0,0.0,0.0,4.0,0.0077,0.0012,143.0,2.27,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-07-13,2014.0,29.0,7,summer,2014.0,0.0036611999999999994,,0.0036611999999999994,,False,40.5,0.0904,138.0,33.0,174.0,0.0016,0.0717,0.0172,86250.0,20625.0,108750.0,Influenza_B,3.0,138.0,26.0,167.0,,,,,29.1,83,23.99,1.2203319316892913,1.3494029716931104,0.0,8.0,0.434,0.164,0.078,0.026,0.023,0.489,0.12,1.0,1.0,2.0,3.0,0.0067,0.001,137.4,1.95,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-07-20,2014.0,30.0,7,summer,2014.0,0.0021910000000000002,,0.0021910000000000002,,False,31.3,0.07,103.0,18.0,121.0,0.0,0.0596,0.0104,,,,Influenza_B,0.0,103.0,14.0,117.0,,,,,29.1,83,23.99,1.2203319316892913,1.3494029716931104,1.0,2.0,0.496,0.065,0.0,0.009,0.029,0.357,0.089,0.0,0.0,0.0,2.0,,0.0009,132.0,2.52,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-07-27,2014.0,31.0,7,summer,2014.0,0.00168773,,0.00168773,,False,22.9,0.0737,96.0,29.0,126.0,0.0006,0.0562,0.017,160000.0,48333.333333333336,210000.00000000003,Influenza_B,1.0,96.0,20.0,117.0,,,,,29.1,83,23.99,1.2203319316892913,1.3494029716931104,0.0,3.0,0.155,0.098,0.052,0.017,0.029,0.244,0.065,0.0,0.0,1.0,1.0,,0.001,124.6,1.89,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-08-03,2014.0,32.0,8,summer,2014.0,0.0008823199999999999,,0.0008823199999999999,,False,16.4,0.0538,76.0,12.0,89.0,0.0006,0.046,0.0073,126666.66666666667,20000.0,148333.33333333334,Influenza_B,1.0,76.0,4.0,81.0,,,,,28.8,83,23.6,1.1563756243316259,1.2724216370717736,0.0,2.0,0.155,0.098,0.0,0.009,0.035,0.207,0.054,0.0,0.0,0.0,3.0,,0.0009,121.0,1.26,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-08-10,2014.0,33.0,8,summer,2014.0,0.000374,,0.000374,,False,10.0,0.0374,43.0,11.0,58.0,0.0026,0.0278,0.0071,16538.46153846154,4230.769230769231,22307.69230769231,Influenza_B,4.0,43.0,11.0,58.0,,,,,28.8,83,23.6,1.1563756243316259,1.2724216370717736,1.0,2.0,0.124,0.033,0.0,0.003,0.0,0.103,0.024,0.0,0.0,1.0,3.0,0.0045000000000000005,0.0009,116.7,2.84,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-08-17,2014.0,34.0,8,summer,2014.0,0.0010309,,0.0010309,,False,30.5,0.0338,37.0,11.0,50.0,0.0014,0.025,0.0074,26428.571428571428,7857.142857142857,35714.28571428572,Influenza_B,2.0,37.0,10.0,49.0,,,,,28.8,83,23.6,1.1563756243316259,1.2724216370717736,0.0,1.0,0.217,0.065,0.0,0.015,0.012,0.216,0.054,,,,,0.0049,0.0012,116.2,2.74,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-08-24,2014.0,35.0,8,summer,2014.0,0.0011016600000000002,,0.0011016600000000002,,False,30.1,0.0366,49.0,9.0,60.0,0.0012,0.0299,0.0055,40833.333333333336,7500.000000000001,50000.00000000001,Influenza_B,2.0,49.0,9.0,60.0,,,,,28.8,83,23.6,1.1563756243316259,1.2724216370717736,0.0,1.0,0.124,0.065,0.0,0.012,0.006,0.113,0.032,,,,,0.0037,0.0011,118.2,2.33,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-08-31,2014.0,36.0,8,summer,2014.0,0.0007592399999999999,,0.0007592399999999999,,False,33.3,0.0228,33.0,8.0,42.0,0.0005,0.0179,0.0043,66000.0,16000.0,84000.0,Influenza_B,1.0,33.0,6.0,40.0,,,,,28.8,83,23.6,1.1563756243316259,1.2724216370717736,2.0,1.0,0.062,0.0,0.0,0.003,0.012,0.141,0.028,,,,,0.0039000000000000003,0.0011,128.0,2.1,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-09-07,2014.0,37.0,9,summer,2014.0,0.00105316,,0.00105316,,False,45.2,0.0233,23.0,19.0,43.0,0.0005,0.0124,0.0103,46000.0,38000.0,86000.0,Influenza_B,1.0,23.0,17.0,41.0,,,,,27.8,80,21.531,0.9431879331394077,0.8640257875037034,2.0,0.0,0.217,0.0,0.0,0.006,0.012,0.113,0.032,,,,,0.0076,0.0011,126.7,2.28,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-09-14,2014.0,38.0,9,summer,2014.0,0.00086775,,0.00086775,,False,44.5,0.0195,22.0,15.0,38.0,0.0005,0.0113,0.0077,44000.0,30000.0,76000.0,Influenza_B,1.0,22.0,10.0,33.0,,,,,27.8,80,21.531,0.9431879331394077,0.8640257875037034,2.0,0.0,0.031,0.033,0.0,0.0,0.006,0.047,0.011,,,,,0.0068000000000000005,0.0012,126.8,2.17,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-09-21,2014.0,39.0,9,summer,2014.0,0.00032357,,0.00032357,,False,24.7,0.0131,9.0,14.0,26.0,0.0015,0.0045,0.0071,6000.0,9333.333333333334,17333.333333333332,Influenza_B,3.0,9.0,14.0,26.0,,,,,27.8,80,21.531,0.9431879331394077,0.8640257875037034,1.0,0.0,0.279,0.0,0.0,0.003,0.006,0.047,0.022,,,,,0.006500000000000001,0.0013,139.2,2.86,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-09-28,2014.0,40.0,9,summer,2014.0,0.00055272,,0.00055272,,False,29.4,0.0188,16.0,12.0,36.0,0.0042,0.0084,0.0063,3809.5238095238096,2857.1428571428573,8571.428571428572,Influenza_B,8.0,16.0,9.0,33.0,,,,,27.8,80,21.531,0.9431879331394077,0.8640257875037034,2.0,0.0,0.062,0.033,0.0,0.003,0.006,0.028,0.011,,,,,0.0083,0.001,149.8,1.4,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-10-05,2014.0,41.0,10,summer,2014.0,0.00019250000000000002,,0.00019250000000000002,,False,27.5,0.007,6.0,5.0,13.0,0.0011,0.0032,0.0027,5454.545454545454,4545.454545454545,11818.181818181818,Influenza_B,2.0,6.0,4.0,12.0,,,,,25.4,72,16.956,0.43153747427808403,-0.039024484015831744,2.0,0.0,0.062,0.0,0.0,0.0,0.012,0.047,0.012,,,,,0.0058,0.001,139.3,2.73,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-10-12,2014.0,42.0,10,summer,2014.0,0.0003249,,0.0003249,,False,36.1,0.009,9.0,4.0,17.0,0.0021,0.0047,0.0021,4285.714285714286,1904.7619047619048,8095.238095238095,Influenza_B,4.0,9.0,4.0,17.0,,,,,25.4,72,16.956,0.43153747427808403,-0.039024484015831744,1.0,0.0,0.062,0.0,0.0,0.009,0.006,0.019,0.011,,,,,0.0066,0.0009,142.0,2.6,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-10-19,2014.0,43.0,10,summer,2014.0,0.00023424,,0.00023424,,False,38.4,0.0061,3.0,4.0,11.0,0.0022,0.0017,0.0022,1363.6363636363635,1818.181818181818,5000.0,Influenza_B,4.0,3.0,4.0,11.0,,,,,25.4,72,16.956,0.43153747427808403,-0.039024484015831744,1.0,0.0,0.031,0.0,0.0,0.0,0.0,0.009,0.003,,,,,0.0069,0.0008,139.2,2.31,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-10-26,2014.0,44.0,10,summer,2014.0,0.00019504,,0.00019504,,False,42.4,0.0046,6.0,2.0,9.0,0.0005,0.0031,0.001,12000.0,4000.0,18000.0,Influenza_B,1.0,6.0,0.0,7.0,,,,,25.4,72,16.956,0.43153747427808403,-0.039024484015831744,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0062,0.0011,140.6,2.48,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-11-02,2014.0,45.0,11,winter,2014.0,0.00010324999999999999,,0.00010324999999999999,,False,41.3,0.0025,4.0,1.0,5.0,0.0,0.002,0.0005,,,,Influenza_B,0.0,4.0,1.0,5.0,,,,,21.4,70,13.122,-0.42121329049078815,-0.7958102197548259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0076,0.0009,136.0,3.2,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-11-09,2014.0,46.0,11,winter,2014.0,6.776e-05,,6.776e-05,,False,30.8,0.0022,3.0,1.0,4.0,0.0,0.0017,0.0006,,,,Influenza_B,0.0,3.0,1.0,4.0,,,,,21.4,70,13.122,-0.42121329049078815,-0.7958102197548259,1.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.001,,,,,0.006,0.0008,142.5,2.24,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-11-16,2014.0,47.0,11,winter,2014.0,0.00039302000000000006,,0.00039302000000000006,,False,45.7,0.0086,11.0,7.0,18.0,0.0,0.0052,0.0033,,,,Influenza_B,0.0,11.0,5.0,16.0,,,,,21.4,70,13.122,-0.42121329049078815,-0.7958102197548259,4.0,0.0,0.031,0.0,0.0,0.003,0.0,0.028,0.007,,,,,0.0076,0.001,152.8,2.93,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-11-23,2014.0,48.0,11,winter,2014.0,0.00039105000000000005,,0.00039105000000000005,,False,49.5,0.0079,15.0,2.0,17.0,0.0,0.007,0.0009,,,,Influenza_B,0.0,15.0,2.0,17.0,,,,,21.4,70,13.122,-0.42121329049078815,-0.7958102197548259,2.0,0.0,0.031,0.0,0.0,0.003,0.0,0.085,0.015,,,,,0.0078000000000000005,0.0011,147.6,2.87,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-11-30,2014.0,49.0,11,winter,2014.0,0.00060684,,0.00060684,,False,38.9,0.0156,29.0,3.0,32.0,0.0,0.0142,0.0015,,,,Influenza_B,0.0,29.0,2.0,31.0,,,,,21.4,70,13.122,-0.42121329049078815,-0.7958102197548259,4.0,1.0,0.093,0.0,0.0,0.0,0.006,0.075,0.017,,,,,0.0052,0.0007,149.5,3.87,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-12-07,2014.0,50.0,12,winter,2014.0,0.0012337,,0.0012337,,False,36.5,0.0338,62.0,10.0,73.0,0.0005,0.0287,0.0046,124000.0,20000.0,146000.0,Influenza_B,1.0,62.0,10.0,73.0,,,,,17.8,70,10.621,-1.1886889787827726,-1.2894777015188383,7.0,0.0,0.186,0.098,0.052,0.0,0.029,0.254,0.06,,,,,0.0079,0.0007,161.8,3.12,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-12-14,2014.0,51.0,12,winter,2014.0,0.00171196,,0.00171196,,False,50.8,0.0337,77.0,3.0,80.0,0.0,0.0324,0.0013,,,,Influenza_B,0.0,77.0,2.0,79.0,,,,,17.8,70,10.621,-1.1886889787827726,-1.2894777015188383,2.0,2.0,0.217,0.131,0.026,0.009,0.029,0.254,0.065,,,,,0.0067,0.0005,173.2,3.59,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-12-21,2014.0,52.0,12,winter,2014.0,0.0029405200000000003,,0.0029405200000000003,,False,32.6,0.0902,199.0,6.0,225.0,0.008,0.0798,0.0024,24875.0,750.0,28125.0,Influenza_B,20.0,199.0,6.0,226.0,,,,,17.8,70,10.621,-1.1886889787827726,-1.2894777015188383,1.0,3.0,0.743,0.262,0.052,0.015,0.047,0.583,0.151,,,,,,0.0009,181.0,1.69,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2014-12-28,2015.0,1.0,12,winter,2015.0,0.0060119,,0.0060119,,False,39.5,0.1522,447.0,20.0,467.0,0.0,0.1457,0.0065,,,,Influenza_B,0.0,447.0,15.0,462.0,,,,,17.8,70,10.621,-1.1886889787827726,-1.2894777015188383,0.0,8.0,0.732,0.189,0.055,0.067,0.144,1.193,0.294,1.0,2.0,2.0,2.0,,0.0013,181.8,2.6,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
2015-01-04,2015.0,2.0,1,winter,2014.0,0.01131312,,0.01131312,,False,51.8,0.2184,698.0,31.0,732.0,0.0009,0.2083,0.0093,775555.5555555556,34444.444444444445,813333.3333333334,Influenza_B,3.0,698.0,26.0,727.0,,,,,16.3,74,10.262,-1.5084705155710996,-1.360340006977967,11.0,14.0,1.23,0.536,0.166,0.073,0.236,2.108,0.502,0.0,2.0,4.0,19.0,0.006,0.0017,184.9,3.96,CHP_FMC_sentinel,HKO_30yr_normals_1991_2020
